city,location,number,first,last
Walnut,"Illinois, Bureau",1335,1,5
Deer Park,"Illinois, Lake",3658,3,8
West Brooklyn,"Illinois, Lee",134,1,4
Streamwood,"Illinois, Cook",39978,3,8
Junction,"Illinois, Gallatin",117,1,7
St. Libory,"Illinois, St. Clair",603,6,3
Aroma Park,"Illinois, Kankakee",701,7,1
Newman,"Illinois, Douglas",849,8,9
Harrisburg,"Illinois, Saline",9168,9,8
Colchester,"Illinois, McDonough",1317,1,7
Wilsonville,"Illinois, Macoupin",560,5,0
Dalton City,"Illinois, Moultrie",517,5,7
Morris,"Illinois, Grundy",16834,1,4
Latham,"Illinois, Logan",362,3,2
Bentley,"Illinois, Hancock",33,3,3
Goreville,"Illinois, Johnson",1061,1,1
Lexington,"Illinois, McLean",2047,2,7
Taylorville,"Illinois, Christian",13014,1,4
Park City,"Illinois, Lake",7513,7,3
Tuscola,"Illinois, Douglas",4714,4,4
Morton,"Illinois, Tazewell",16301,1,1
Elmwood,"Illinois, Peoria",2611,2,1
Shannon,"Illinois, Carroll",704,7,4
Waltonville,"Illinois, Jefferson",427,4,7
Burr Ridge,"Illinois, DuPage",10818,1,8
Potomac,"Illinois, Vermilion",716,7,6
Timberlane,"Illinois, Boone",943,9,3
Schaumburg,"Illinois, Cook",74184,7,4
Oblong,"Illinois, Crawford",1391,1,1
Wadsworth,"Illinois, Lake",3707,3,7
St. David,"Illinois, Fulton",542,5,2
Galatia,"Illinois, Saline",901,9,1
Chatham,"Illinois, Sangamon",12624,1,4
Vandalia,"Illinois, Fayette",7277,7,7
Tilden,"Illinois, Randolph",895,8,5
Godfrey,"Illinois, Madison",17650,1,0
Creston,"Illinois, Ogle",647,6,7
Taylor Springs,"Illinois, Montgomery",662,6,2
Carlinville,"Illinois, Macoupin",5584,5,4
Mahomet,"Illinois, Champaign",12941,1,1
Davis,"Illinois, Stephenson",635,6,5
Leonore,"Illinois, LaSalle",124,1,4
Loves Park,"Illinois, Winnebago",23387,2,7
Hartsburg,"Illinois, Logan",301,3,1
Hillcrest,"Illinois, Ogle",1243,1,3
Catlin,"Illinois, Vermilion",1968,1,8
Cave-In-Rock,"Illinois, Hardin",289,2,9
South Elgin,"Illinois, Kane",22549,2,9
Palestine,"Illinois, Crawford",1295,1,5
Cissna Park,"Illinois, Iroquois",785,7,5
Evansville,"Illinois, Randolph",660,6,0
Georgetown,"Illinois, Vermilion",3290,3,0
Oakbrook Terrace,"Illinois, DuPage",2161,2,1
Seymour,"Illinois, Champaign",312,3,2
Peoria,"Illinois, Peoria",262010,2,0
Redmon,"Illinois, Edgar",159,1,9
Kaneville,"Illinois, Kane",490,4,0
Oconee,"Illinois, Shelby",171,1,1
Carmi,"Illinois, White",5281,5,1
Bartelso,"Illinois, Clinton",604,6,4
Hutsonville,"Illinois, Crawford",538,5,8
Roberts,"Illinois, Ford",338,3,8
Xenia,"Illinois, Clay",375,3,5
Gays,"Illinois, Moultrie",263,2,3
Thompsonville,"Illinois, Franklin",530,5,0
Richview,"Illinois, Washington",239,2,9
Ipava,"Illinois, Fulton",435,4,5
Clear Lake,"Illinois, Sangamon",225,2,5
Skokie,"Illinois, Cook",63978,6,8
Gurnee,"Illinois, Lake",30767,3,7
Keenes,"Illinois, Wayne",82,8,2
Parkersburg,"Illinois, Richland",202,2,2
Montgomery,"Illinois, Kane",19701,1,1
Pulaski,"Illinois, Pulaski",184,1,4
Carterville,"Illinois, Williamson",5827,5,7
Grayslake,"Illinois, Lake",20957,2,7
Allerton,"Illinois, Champaign",277,2,7
Congerville,"Illinois, Woodford",490,4,0
Alton,"Illinois, Madison",80462,8,2
Claremont,"Illinois, Richland",170,1,0
Pleasant Hill,"Illinois, Pike",932,9,2
Germantown,"Illinois, Clinton",1279,1,9
South Beloit,"Illinois, Winnebago",7673,7,3
Stonefort,"Illinois, Williamson",288,2,8
Atwood,"Illinois, Douglas",1182,1,2
Mount Olive,"Illinois, Macoupin",1974,1,4
Sun River Terrace,"Illinois, Kankakee",504,5,4
Round Lake,"Illinois, Lake",18444,1,4
New Baden,"Illinois, Clinton",3353,3,3
Chadwick,"Illinois, Carroll",523,5,3
Orangeville,"Illinois, Stephenson",744,7,4
Loami,"Illinois, Sangamon",752,7,2
Stickney,"Illinois, Cook",6694,6,4
Crystal Lawns,"Illinois, Will",2170,2,0
Manchester,"Illinois, Scott",273,2,3
Itasca,"Illinois, DuPage",9416,9,6
Hopedale,"Illinois, Tazewell",829,8,9
Winthrop Harbor,"Illinois, Lake",6745,6,5
Gilman,"Illinois, Iroquois",2823,2,3
Germantown Hills,"Illinois, Woodford",3460,3,0
Durand,"Illinois, Winnebago",1400,1,0
Rossville,"Illinois, Vermilion",1257,1,7
Cuba,"Illinois, Fulton",1197,1,7
Toledo,"Illinois, Cumberland",1220,1,0
Glasford,"Illinois, Peoria",981,9,1
Littleton,"Illinois, Schuyler",168,1,8
Sawyerville,"Illinois, Macoupin",265,2,5
Neponset,"Illinois, Bureau",444,4,4
Westchester,"Illinois, Cook",16461,1,1
Keensburg,"Illinois, Wabash",203,2,3
Long Point,"Illinois, Livingston",215,2,5
Glen Carbon,"Illinois, Madison",12985,1,5
Braidwood,"Illinois, Will",22791,2,1
Cicero,"Illinois, Cook",82552,8,2
Wilmington,"Illinois, Will",5691,5,1
Ripley,"Illinois, Brown",83,8,3
Ohio,"Illinois, Bureau",488,4,8
Carpentersville,"Illinois, Kane",38162,3,2
Ingalls Park,"Illinois, Will",2947,2,7
Rock Island,"Illinois, Rock Island",38110,3,0
German Valley,"Illinois, Stephenson",435,4,5
Benton,"Illinois, Franklin",7642,7,2
Andover,"Illinois, Henry",573,5,3
Island Lake,"Illinois, Lake",8116,8,6
Mechanicsburg,"Illinois, Sangamon",660,6,0
Walnut Hill,"Illinois, Marion",104,1,4
Sibley,"Illinois, Ford",254,2,4
Frankfort,"Illinois, Will",19009,1,9
Herrick,"Illinois, Shelby",431,4,1
Homewood,"Illinois, Cook",19089,1,9
Calhoun,"Illinois, Richland",168,1,8
Park Forest,"Illinois, Cook",21682,2,2
Joy,"Illinois, Mercer",388,3,8
Pecatonica,"Illinois, Winnebago",2102,2,2
Alto Pass,"Illinois, Union",376,3,6
Avon,"Illinois, Fulton",738,7,8
Frankfort Square,"Illinois, Will",9205,9,5
Des Plaines,"Illinois, Cook",58193,5,3
Beckemeyer,"Illinois, Clinton",1006,1,6
Mount Pulaski,"Illinois, Logan",1494,1,4
Highland,"Illinois, Madison",11421,1,1
LaSalle,"Illinois, LaSalle",9120,9,0
Batavia,"Illinois, Kane",26563,2,3
Kildeer,"Illinois, Lake",4041,4,1
Williamsville,"Illinois, Sangamon",1494,1,4
Oakland,"Illinois, Coles",868,8,8
Ellsworth,"Illinois, McLean",195,1,5
Royal Lakes,"Illinois, Macoupin",186,1,6
Ruma,"Illinois, Randolph",309,3,9
Muddy,"Illinois, Saline",65,6,5
Damiansville,"Illinois, Clinton",493,4,3
Rochelle,"Illinois, Ogle",10849,1,9
Keithsburg,"Illinois, Mercer",579,5,9
The Galena Territory,"Illinois, Jo Daviess",1296,1,6
Silvis,"Illinois, Rock Island",7571,7,1
Naples,"Illinois, Scott",121,1,1
Liverpool,"Illinois, Fulton",126,1,6
Scales Mound,"Illinois, Jo Daviess",360,3,0
Cypress,"Illinois, Johnson",234,2,4
Grand Ridge,"Illinois, LaSalle",529,5,9
Poplar Grove,"Illinois, Boone",5093,5,3
Elmhurst,"Illinois, DuPage",46662,4,2
Hamburg,"Illinois, Calhoun",121,1,1
Harwood Heights,"Illinois, Cook",8505,8,5
Atlanta,"Illinois, Logan",1629,1,9
Homer,"Illinois, Champaign",1171,1,1
Mason City,"Illinois, Mason",2181,2,1
Bay View Gardens,"Illinois, Woodford",400,4,0
Freeport,"Illinois, Stephenson",24412,2,2
Augusta,"Illinois, Hancock",553,5,3
Grayville,"Illinois, Edwards",1596,1,6
Romeoville,"Illinois, Will",39632,3,2
Kewanee,"Illinois, Henry",12416,1,6
Lawrenceville,"Illinois, Lawrence",7161,7,1
Crystal Lake,"Illinois, McHenry",40421,4,1
Belle Prairie City,"Illinois, Hamilton",52,5,2
Winnetka,"Illinois, Cook",12480,1,0
Ava,"Illinois, Jackson",625,6,5
Ransom,"Illinois, LaSalle",363,3,3
Palos Park,"Illinois, Cook",4826,4,6
Caseyville,"Illinois, St. Clair",4066,4,6
North Barrington,"Illinois, Lake",2997,2,7
Rockwood,"Illinois, Randolph",39,3,9
Little York,"Illinois, Warren",318,3,8
Campus,"Illinois, Livingston",158,1,8
Stonington,"Illinois, Christian",868,8,8
Columbia,"Illinois, Monroe",10274,1,4
Raymond,"Illinois, Montgomery",954,9,4
Windsor,"Illinois, Shelby",1154,1,4
Adeline,"Illinois, Ogle",81,8,1
Grafton,"Illinois, Jersey",641,6,1
Oak Park,"Illinois, Cook",52261,5,1
Ashley,"Illinois, Washington",496,4,6
Philo,"Illinois, Champaign",1434,1,4
Oneida,"Illinois, Knox",674,6,4
Willisville,"Illinois, Perry",602,6,2
Sugar Grove,"Illinois, Kane",9830,9,0
Fox Lake Hills,"Illinois, Lake",2264,2,4
North City,"Illinois, Franklin",594,5,4
North Utica,"Illinois, LaSalle",1344,1,4
Geneseo,"Illinois, Henry",6477,6,7
Carbon Cliff,"Illinois, Rock Island",2013,2,3
Shiloh,"Illinois, St. Clair",13090,1,0
Grandview,"Illinois, Sangamon",1405,1,5
St. Joseph,"Illinois, Champaign",5037,5,7
Aledo,"Illinois, Mercer",3490,3,0
Winchester,"Illinois, Scott",1480,1,0
Eldorado,"Illinois, Saline",4429,4,9
Gridley,"Illinois, McLean",1416,1,6
Ullin,"Illinois, Pulaski",413,4,3
Enfield,"Illinois, White",567,5,7
Riverside,"Illinois, Cook",8742,8,2
Rock Falls,"Illinois, Whiteside",8911,8,1
Centreville,"Illinois, St. Clair",5012,5,2
Versailles,"Illinois, Brown",461,4,1
Lake Camelot,"Illinois, Peoria",2016,2,6
Grant Park,"Illinois, Kankakee",1260,1,0
Belgium,"Illinois, Vermilion",389,3,9
Joliet,"Illinois, Will",148462,1,2
Jewett,"Illinois, Cumberland",220,2,0
Lincoln,"Illinois, Logan",17360,1,0
Rosewood Heights,"Illinois, Madison",3981,3,1
Cutler,"Illinois, Perry",422,4,2
New Milford,"Illinois, Winnebago",689,6,9
Plattville,"Illinois, Kendall",259,2,9
Arenzville,"Illinois, Cass",377,3,7
Millbrook,"Illinois, Kendall",344,3,4
White Hall,"Illinois, Greene",3810,3,0
Mound Station,"Illinois, Brown",115,1,5
West Chicago,"Illinois, DuPage",27182,2,2
Minier,"Illinois, Tazewell",1203,1,3
Clifton,"Illinois, Iroquois",1361,1,1
Millington,"Illinois, Kendall",663,6,3
Mill Shoals,"Illinois, White",204,2,4
Camden,"Illinois, Schuyler",80,8,0
Bedford Park,"Illinois, Cook",590,5,0
Atkinson,"Illinois, Henry",953,9,3
Palatine,"Illinois, Cook",68644,6,4
Mount Prospect,"Illinois, Cook",53930,5,0
Findlay,"Illinois, Shelby",644,6,4
Williamson,"Illinois, Madison",220,2,0
Illiopolis,"Illinois, Sangamon",858,8,8
Evergreen Park,"Illinois, Cook",19542,1,2
Indian Head Park,"Illinois, Cook",3787,3,7
Washburn,"Illinois, Woodford",1098,1,8
Old Mill Creek,"Illinois, Lake",181,1,1
Hooppole,"Illinois, Henry",197,1,7
Addison,"Illinois, DuPage",36820,3,0
Prairie du Rocher,"Illinois, Randolph",564,5,4
Kingston,"Illinois, DeKalb",1170,1,0
Park Ridge,"Illinois, Cook",37494,3,4
Dawson,"Illinois, Sangamon",491,4,1
Erie,"Illinois, Whiteside",1529,1,9
Ina,"Illinois, Jefferson",2347,2,7
Coffeen,"Illinois, Montgomery",650,6,0
Arcola,"Illinois, Douglas",2840,2,0
Leland Grove,"Illinois, Sangamon",1488,1,8
New Canton,"Illinois, Pike",347,3,7
Lenzburg,"Illinois, St. Clair",492,4,2
Kirkwood,"Illinois, Warren",685,6,5
Westfield,"Illinois, Clark",571,5,1
Maeystown,"Illinois, Monroe",160,1,0
Montrose,"Illinois, Effingham",197,1,7
Gorham,"Illinois, Jackson",226,2,6
Galesburg,"Illinois, Knox",34406,3,6
De Witt,"Illinois, De Witt",180,1,0
Simpson,"Illinois, Johnson",60,6,0
Trenton,"Georgia, Dade",2766,2,6
Arnoldsville,"Georgia, Oglethorpe",357,3,7
Hoschton,"Georgia, Jackson",1662,1,2
Thomasville,"Georgia, Thomas",24271,2,1
McRae-Helena,"Georgia, Telfair",8368,8,8
Royston,"Georgia, Hart",2994,2,4
Pooler,"Georgia, Chatham",23816,2,6
Waynesboro,"Georgia, Burke",5574,5,4
Gillsville,"Georgia, Banks",243,2,3
Rest Haven,"Georgia, Gwinnett",66,6,6
Winder,"Georgia, Barrow",43583,4,3
Fort Oglethorpe,"Georgia, Catoosa",9831,9,1
Walthourville,"Georgia, Liberty",3912,3,2
Yonah,"Georgia, White",453,4,3
Avera,"Georgia, Jefferson",226,2,6
Maxeys,"Georgia, Oglethorpe",223,2,3
Irondale,"Georgia, Clayton",8244,8,4
Midway,"Georgia, Liberty",2033,2,3
Lithia Springs,"Georgia, Douglas",17772,1,2
Claxton,"Georgia, Evans",3500,3,0
Chamblee,"Georgia, DeKalb",29428,2,8
Turin,"Georgia, Coweta",345,3,5
Broxton,"Georgia, Coffee",1196,1,6
Berlin,"Georgia, Colquitt",561,5,1
Tunnel Hill,"Georgia, Whitfield",872,8,2
Norwood,"Georgia, Warren",218,2,8
Climax,"Georgia, Decatur",267,2,7
Lincolnton,"Georgia, Lincoln",1509,1,9
Mountain City,"Georgia, Rabun",1077,1,7
Louisville,"Georgia, Jefferson",2941,2,1
Gordon,"Georgia, Wilkinson",1886,1,6
Adrian,"Georgia, Emanuel",645,6,5
Peachtree Corners,"Georgia, Gwinnett",43268,4,8
Menlo,"Georgia, Chattooga",459,4,9
Harlem,"Georgia, Columbia",3189,3,9
Suwanee,"Georgia, Gwinnett",19549,1,9
Damascus,"Georgia, Early",235,2,5
Rockingham,"Georgia, Bacon",302,3,2
Tignall,"Georgia, Wilkes",514,5,4
Santa Claus,"Georgia, Toombs",161,1,1
Willacoochee,"Georgia, Atkinson",1375,1,5
Varnell,"Georgia, Whitfield",1798,1,8
Bartow,"Georgia, Jefferson",259,2,9
Concord,"Georgia, Pike",370,3,0
Milan,"Georgia, Telfair",762,7,2
Porterdale,"Georgia, Newton",1481,1,1
Shady Dale,"Georgia, Jasper",236,2,6
Gumbranch,"Georgia, Liberty",254,2,4
Sharon,"Georgia, Taliaferro",131,1,1
Wadley,"Georgia, Jefferson",1915,1,5
Kings Bay Base,"Georgia, Camden",1968,1,8
Villa Rica,"Georgia, Carroll",15345,1,5
Cedartown,"Georgia, Polk",12744,1,4
Hapeville,"Georgia, Fulton",6581,6,1
Perkins,"Georgia, Jenkins",202,2,2
Douglasville,"Georgia, Douglas",33675,3,5
Meigs,"Georgia, Thomas",1032,1,2
Geneva,"Georgia, Talbot",95,9,5
Helen,"Georgia, White",543,5,3
Eastman,"Georgia, Dodge",6220,6,0
Ellijay,"Georgia, Gilmer",3712,3,2
Sycamore,"Georgia, Turner",656,6,6
Millen,"Georgia, Jenkins",2546,2,6
Boston,"Georgia, Thomas",1315,1,5
Lula,"Georgia, Hall",2710,2,0
Doraville,"Georgia, DeKalb",10540,1,0
Rayle,"Georgia, Wilkes",186,1,6
Lumber City,"Georgia, Telfair",1256,1,6
East Ellijay,"Georgia, Gilmer",570,5,0
Pineview,"Georgia, Wilcox",503,5,3
Fort Valley,"Georgia, Peach",9515,9,5
Richmond Hill,"Georgia, Bryan",12632,1,2
Norristown,"Georgia, Emanuel",59,5,9
Port Wentworth,"Georgia, Chatham",8534,8,4
Pearson,"Georgia, Atkinson",2093,2,3
Sandersville,"Georgia, Washington",6867,6,7
Montezuma,"Georgia, Macon",6138,6,8
Lexington,"Georgia, Oglethorpe",225,2,5
Trion,"Georgia, Chattooga",1753,1,3
Hagan,"Georgia, Evans",983,9,3
Demorest,"Georgia, Habersham",1940,1,0
Dawsonville,"Georgia, Dawson",2792,2,2
Ailey,"Georgia, Montgomery",543,5,3
Newnan,"Georgia, Coweta",38909,3,9
Buford,"Georgia, Gwinnett",14868,1,8
East Newnan,"Georgia, Coweta",1093,1,3
Ila,"Georgia, Madison",351,3,1
Offerman,"Georgia, Pierce",440,4,0
Belvedere Park,"Georgia, DeKalb",15952,1,2
Americus,"Georgia, Sumter",17266,1,6
Doerun,"Georgia, Colquitt",756,7,6
Junction City,"Georgia, Talbot",161,1,1
Commerce,"Georgia, Jackson",6965,6,5
Oglethorpe,"Georgia, Macon",1179,1,9
Tennille,"Georgia, Washington",1915,1,5
Edge Hill,"Georgia, Glascock",24,2,4
Cecil,"Georgia, Cook",280,2,0
Bowman,"Georgia, Elbert",805,8,5
Portal,"Georgia, Bulloch",668,6,8
Barwick,"Georgia, Thomas",378,3,8
Rome,"Georgia, Floyd",60966,6,6
Riverdale,"Georgia, Clayton",16439,1,9
Newton,"Georgia, Baker",600,6,0
Cusseta,"Georgia, Chattahoochee",10343,1,3
Soperton,"Georgia, Treutlen",2753,2,3
Pinehurst,"Georgia, Dooly",357,3,7
Denton,"Georgia, Jeff Davis",249,2,9
Woodstock,"Georgia, Cherokee",31564,3,4
Powder Springs,"Georgia, Cobb",15052,1,2
Alamo,"Georgia, Wheeler",3370,3,0
Vinings,"Georgia, Cobb",12635,1,5
Flowery Branch,"Georgia, Hall",7477,7,7
Sautee-Nacoochee,"Georgia, White",150,1,0
Ocilla,"Georgia, Irwin",3576,3,6
Rhine,"Georgia, Dodge",378,3,8
Columbus,"Georgia, Muscogee",259160,2,0
Tallapoosa,"Georgia, Haralson",3160,3,0
Allenhurst,"Georgia, Liberty",738,7,8
Stone Mountain,"Georgia, DeKalb",6368,6,8
Adel,"Georgia, Cook",6964,6,4
Warm Springs,"Georgia, Meriwether",402,4,2
Blackshear,"Georgia, Pierce",3953,3,3
Camak,"Georgia, Warren",123,1,3
Tate City,"Georgia, Towns",0,0,0
Nunez,"Georgia, Emanuel",145,1,5
Flovilla,"Georgia, Butts",651,6,1
Palmetto,"Georgia, Fulton",4718,4,8
Brunswick,"Georgia, Glynn",54017,5,7
Adairsville,"Georgia, Bartow",4849,4,9
Danielsville,"Georgia, Madison",584,5,4
Talahi Island,"Georgia, Chatham",1535,1,5
Nicholson,"Georgia, Jackson",1777,1,7
Bogart,"Georgia, Oconee",1091,1,1
Sunnyside,"Georgia, Ware",1208,1,8
Fitzgerald,"Georgia, Ben Hill",11211,1,1
Johns Creek,"Georgia, Fulton",84350,8,0
Omega,"Georgia, Tift",1221,1,1
Ball Ground,"Georgia, Cherokee",2041,2,1
Crooked Creek,"Georgia, Putnam",626,6,6
Druid Hills,"Georgia, DeKalb",13895,1,5
Dalton,"Georgia, Whitfield",86841,8,1
Henderson,"Georgia, Chatham",1598,1,8
Lumpkin,"Georgia, Stewart",1159,1,9
Whigham,"Georgia, Grady",469,4,9
Manchester,"Georgia, Meriwether",3870,3,0
Centralhatchee,"Georgia, Heard",397,3,7
Rentz,"Georgia, Laurens",287,2,7
Walnut Grove,"Georgia, Walton",1395,1,5
Isle of Hope,"Georgia, Chatham",2412,2,2
Berkeley Lake,"Georgia, Gwinnett",2107,2,7
Sky Valley,"Georgia, Rabun",267,2,7
Hannahs Mill,"Georgia, Upson",3759,3,9
Cochran,"Georgia, Bleckley",6024,6,4
Dublin,"Georgia, Laurens",20493,2,3
Ellenton,"Georgia, Colquitt",286,2,6
Stillmore,"Georgia, Emanuel",524,5,4
Franklin,"Georgia, Heard",958,9,8
Talking Rock,"Georgia, Pickens",69,6,9
Morven,"Georgia, Brooks",540,5,0
Boykin,"Georgia, Miller",79,7,9
Fairmount,"Georgia, Gordon",739,7,9
Colbert,"Georgia, Madison",609,6,9
Cordele,"Georgia, Crisp",11947,1,7
Lenox,"Georgia, Cook",853,8,3
Decatur,"Georgia, DeKalb",23832,2,2
Bellville,"Georgia, Evans",120,1,0
Odum,"Georgia, Wayne",507,5,7
Mansfield,"Georgia, Newton",427,4,7
Bostwick,"Georgia, Morgan",375,3,5
Abbeville,"Georgia, Wilcox",2789,2,9
Cohutta,"Georgia, Whitfield",639,6,9
Austell,"Georgia, Cobb",7215,7,5
Elberton,"Georgia, Elbert",5515,5,5
Richland,"Georgia, Stewart",1485,1,5
Tybee Island,"Georgia, Chatham",3348,3,8
Crawfordville,"Georgia, Taliaferro",505,5,5
Morganton,"Georgia, Fannin",318,3,8
Thomaston,"Georgia, Upson",13764,1,4
Coleman,"Georgia, Randolph",61,6,1
Springfield,"Georgia, Effingham",5072,5,2
Leesburg,"Georgia, Lee",3765,3,5
Hilltop,"Georgia, Pike",423,4,3
Sumner,"Georgia, Worth",404,4,4
Roopville,"Georgia, Carroll",226,2,6
Thomson,"Georgia, McDuffie",8309,8,9
Cobbtown,"Georgia, Tattnall",349,3,9
Gresham Park,"Georgia, DeKalb",8772,8,2
Chattahoochee Hills,"Georgia, Fulton",2903,2,3
Hardwick,"Georgia, Baldwin",3239,3,9
Tucker,"Georgia, DeKalb",36130,3,0
Hamilton,"Georgia, Harris",1111,1,1
Martinez,"Georgia, Columbia",35808,3,8
Mableton,"Georgia, Cobb",39745,3,5
Hinesville,"Georgia, Liberty",51001,5,1
Guyton,"Georgia, Effingham",1955,1,5
Folkston,"Georgia, Charlton",11138,1,8
Union Point,"Georgia, Greene",1766,1,6
Twin City,"Georgia, Emanuel",1698,1,8
Jackson,"Georgia, Butts",5271,5,1
Fargo,"Georgia, Clinch",317,3,7
Stonecrest,"Georgia, DeKalb",54471,5,1
Ranger,"Georgia, Gordon",134,1,4
Hull,"Georgia, Madison",202,2,2
Brooks,"Georgia, Fayette",552,5,2
Toomsboro,"Georgia, Wilkinson",431,4,1
Lone Oak,"Georgia, Meriwether",89,8,9
Macon,"Georgia, Bibb",152663,1,3
Lyons,"Georgia, Toombs",4297,4,7
Roswell,"Georgia, Fulton",94786,9,6
Nahunta,"Georgia, Brantley",1064,1,4
Grantville,"Georgia, Coweta",2727,2,7
Flemington,"Georgia, Liberty",723,7,3
Ray City,"Georgia, Berrien",1068,1,8
Plains,"Georgia, Sumter",727,7,7
White,"Georgia, Bartow",723,7,3
St. Simons,"Georgia, Glynn",14261,1,1
Enigma,"Georgia, Berrien",1330,1,0
Bloomingdale,"Georgia, Chatham",2752,2,2
Manassas,"Georgia, Tattnall",87,8,7
Aragon,"Georgia, Polk",1252,1,2
Alston,"Georgia, Montgomery",156,1,6
Canton,"Georgia, Cherokee",27936,2,6
Ideal,"Georgia, Macon",450,4,0
Jefferson,"Georgia, Jackson",12330,1,0
Hahira,"Georgia, Lowndes",2959,2,9
Hoboken,"Georgia, Brantley",529,5,9
Sasser,"Georgia, Terrell",252,2,2
Baconton,"Georgia, Mitchell",848,8,8
Ringgold,"Georgia, Catoosa",3584,3,4
Madison,"Georgia, Morgan",4517,4,7
Phillipsburg,"Georgia, Tift",878,8,8
Unadilla,"Georgia, Dooly",3168,3,8
Midville,"Georgia, Burke",259,2,9
Fairview,"Georgia, Walker",7099,7,9
Country Club Estates,"Georgia, Glynn",8176,8,6
Hogansville,"Georgia, Troup",3105,3,5
Dahlonega,"Georgia, Lumpkin",6432,6,2
Resaca,"Georgia, Gordon",798,7,8
Dooling,"Georgia, Dooly",142,1,2
Dexter,"Georgia, Laurens",561,5,1
Knoxville,"Georgia, Crawford",60,6,0
Panthersville,"Georgia, DeKalb",10883,1,3
Between,"Georgia, Walton",358,3,8
Forest Park,"Georgia, Clayton",19823,1,3
Clayton,"Georgia, Rabun",3706,3,6
Marietta,"Georgia, Cobb",61048,6,8
Pelham,"Georgia, Mitchell",3423,3,3
Comer,"Georgia, Madison",1160,1,0
Eagle Grove,"Georgia, Hart",0,0,0
LaGrange,"Georgia, Troup",35918,3,8
Oliver,"Georgia, Screven",227,2,7
Cherry Log,"Georgia, Gilmer",65,6,5
Conyers,"Georgia, Rockdale",16015,1,5
Putney,"Georgia, Dougherty",2254,2,4
Blairsville,"Georgia, Union",611,6,1
Tiger,"Georgia, Rabun",409,4,9
Ivey,"Georgia, Wilkinson",920,9,0
Buckhead,"Georgia, Morgan",174,1,4
Hiram,"Georgia, Paulding",3984,3,4
Canon,"Georgia, Hart",827,8,7
Centerville,"Georgia, Houston",7716,7,6
Oakwood,"Georgia, Hall",4148,4,8
Woodland,"Georgia, Talbot",361,3,1
Thunderbolt,"Georgia, Chatham",2675,2,5
Candler-McAfee,"Georgia, DeKalb",24204,2,4
Indian Springs,"Georgia, Catoosa",2750,2,0
Woodbine,"Georgia, Camden",1321,1,1
Hiawassee,"Georgia, Towns",912,9,2
Buena Vista,"Georgia, Marion",2096,2,6
Oxford,"Georgia, Newton",2234,2,4
Harrison,"Georgia, Washington",452,4,2
Mineral Bluff,"Georgia, Fannin",250,2,0
Milledgeville,"Georgia, Baldwin",31254,3,4
Mount Zion,"Georgia, Carroll",1798,1,8
Carrollton,"Georgia, Carroll",47140,4,0
Whitemarsh Island,"Georgia, Chatham",6896,6,6
Rebecca,"Georgia, Turner",164,1,4
Alpharetta,"Georgia, Fulton",65799,6,9
Jenkinsburg,"Georgia, Butts",372,3,2
Yatesville,"Georgia, Upson",347,3,7
Carl,"Georgia, Barrow",225,2,5
Skidaway Island,"Georgia, Chatham",8236,8,6
Glenwood,"Georgia, Wheeler",742,7,2
Mount Airy,"Georgia, Habersham",1304,1,4
Avondale Estates,"Georgia, DeKalb",3173,3,3
Andersonville,"Georgia, Sumter",233,2,3
Dudley,"Georgia, Laurens",559,5,9
Dock Junction,"Georgia, Glynn",7815,7,5
Chattanooga Valley,"Georgia, Walker",3804,3,4
Baxley,"Georgia, Appling",5578,5,8
Howard,"Georgia, Taylor",0,0,0
Lakeview,"Georgia, Catoosa",5546,5,6
Jasper,"Georgia, Pickens",6206,6,6
Remerton,"Georgia, Lowndes",1101,1,1
Warwick,"Georgia, Worth",397,3,7
Snellville,"Georgia, Gwinnett",19738,1,8
Crawford,"Georgia, Oglethorpe",820,8,0
Euharlee,"Georgia, Bartow",4298,4,8
Arabi,"Georgia, Crisp",567,5,7
Salem,"Georgia, Upson",403,4,3
Bishop,"Georgia, Oconee",261,2,1
Bremen,"Georgia, Haralson",6725,6,5
Robins AFB,"Georgia, Houston",1304,1,4
Hazlehurst,"Georgia, Jeff Davis",4516,4,6
Bowersville,"Georgia, Hart",474,4,4
Satilla,"Georgia, Jeff Davis",514,5,4
Nelson,"Georgia, Pickens",4250,4,0
Griffin,"Georgia, Spalding",22770,2,0
Coolidge,"Georgia, Thomas",524,5,4
Wilmington Island,"Georgia, Chatham",15329,1,9
Whitesburg,"Georgia, Carroll",610,6,0
Moreland,"Georgia, Coweta",434,4,4
McDonough,"Georgia, Henry",24755,2,5
Davisboro,"Georgia, Washington",1732,1,2
Alma,"Georgia, Bacon",3425,3,5
Tifton,"Georgia, Tift",24314,2,4
Homerville,"Georgia, Clinch",2628,2,8
Warrenton,"Georgia, Warren",1738,1,8
Cornelia,"Georgia, Habersham",19046,1,6
Donalsonville,"Georgia, Seminole",2629,2,9
Greenville,"Georgia, Meriwether",842,8,2
Woodbury,"Georgia, Meriwether",895,8,5
Summerville,"Georgia, Chattooga",10478,1,8
Tallulah Falls,"Georgia, Habersham",168,1,8
